"","subject","TrialNumber","gestures","target","corrAns","condition","gestureSet","ran","order","RT","answer","correct"
"79","D02",15,"gestures/baby_PL.mp4","sm_le","i","S","baby",1,14,0.7986545,"i",TRUE
"80","D02",16,"gestures/frog_PL.mp4","j_mp","u","S","frog",1,15,0.86128974,"u",TRUE
"81","D02",17,"gestures/dog_POS.mp4","n_ck","e","S","dog",1,16,1.1209167,"e",TRUE
"82","D02",18,"gestures/horse_PL.mp4","k_ck","i","S","horse",1,17,0.7933779,"i",TRUE
"83","D02",19,"gestures/baby_POS.mp4","bl_nket","a","S","baby",1,18,1.0603946,"a",TRUE
"84","D02",20,"gestures/baby_PL.mp4","cr_wl","a","S","baby",1,19,0.94064194,"a",TRUE
"85","D02",21,"gestures/cat_PL.mp4","sl_ep","e","S","cat",1,20,1.0219369,"e",TRUE
"86","D02",22,"gestures/dog_PL.mp4","b_rk","a","S","dog",1,21,1.0650111,"a",TRUE
"87","D02",23,"gestures/boy_POS.mp4","bo_k","o","S","boy",1,22,1.0316483,"o",TRUE
"88","D02",24,"gestures/girl_PL.mp4","wh_stle","i","S","girl",1,23,0.98058474,"i",TRUE
"89","D02",25,"gestures/boy_PL.mp4","po_nt","i","S","boy",1,24,0.7677152,"i",TRUE
"90","D02",26,"gestures/horse_POS.mp4","h_ad","e","S","horse",1,25,1.115996,"e",TRUE
"91","D02",27,"gestures/frog_POS.mp4","fo_t","o","S","frog",1,26,0.92118907,"o",TRUE
"92","D02",28,"gestures/frog_PL.mp4","list_n","e","S","frog",1,27,1.0828506,"e",TRUE
"93","D02",29,"gestures/baby_POS.mp4","t_ddy","e","S","baby",1,28,0.85614616,"e",TRUE
"94","D02",30,"gestures/car_PL.mp4","cr_sh","a","S","car",1,29,1.0020502,"a",TRUE
"95","D02",31,"gestures/dog_POS.mp4","to_th","o","S","dog",1,30,1.5134602,"o",TRUE
"96","D02",32,"gestures/girl_PL.mp4","h_g","u","S","girl",1,31,1.0693944,"i",FALSE
"97","D02",33,"gestures/baby_S.mp4","bl_nket","a","G","baby",1,32,0.8873816,"a",TRUE
"98","D02",34,"gestures/horse_S.mp4","h_ad","e","G","horse",1,33,0.97646105,"e",TRUE
"99","D02",35,"gestures/car_S.mp4","cr_sh","a","G","car",1,34,0.9808097,"a",TRUE
"100","D02",36,"gestures/dog_S.mp4","to_th","o","G","dog",1,35,1.0161167,"o",TRUE
"101","D02",37,"gestures/boy_S.mp4","po_nt","i","G","boy",1,36,0.80080324,"i",TRUE
"102","D02",38,"gestures/frog_S.mp4","fo_t","o","G","frog",1,37,0.8925378,"o",TRUE
"103","D02",39,"gestures/frog_S.mp4","j_mp","u","G","frog",1,38,0.8858828,"u",TRUE
"104","D02",40,"gestures/baby_S.mp4","sm_le","i","G","baby",1,39,0.7901909,"i",TRUE
"105","D02",41,"gestures/boy_S.mp4","w_ve","a","G","boy",1,40,0.9947787,"a",TRUE
"106","D02",42,"gestures/girl_S.mp4","wh_stle","i","G","girl",1,41,0.8617676,"i",TRUE
"107","D02",43,"gestures/cat_S.mp4","lo_k","o","G","cat",1,42,0.8547783,"o",TRUE
"108","D02",44,"gestures/baby_S.mp4","t_ddy","e","G","baby",1,43,1.1697503,"e",TRUE
"109","D02",45,"gestures/dog_S.mp4","n_ck","e","G","dog",1,44,1.0399363,"e",TRUE
"110","D02",46,"gestures/car_S.mp4","whe_l","e","G","car",1,45,0.95695794,"e",TRUE
"111","D02",47,"gestures/girl_S.mp4","ha_r","i","G","girl",1,46,0.8730326,"i",TRUE
"112","D02",48,"gestures/frog_S.mp4","tong_e","u","G","frog",1,47,1.0952847,"u",TRUE
"113","D02",49,"gestures/cat_S.mp4","n_se","o","G","cat",1,48,1.0173267,"o",TRUE
"114","D02",50,"gestures/boy_S.mp4","bo_k","o","G","boy",1,49,0.78199095,"o",TRUE
"115","D02",51,"gestures/boy_S.mp4","t-sh_rt","i","G","boy",1,50,0.89744747,"i",TRUE
"116","D02",52,"gestures/car_S.mp4","m_ve","o","G","car",1,51,0.85831946,"o",TRUE
"117","D02",53,"gestures/frog_S.mp4","list_n","e","G","frog",1,52,0.96901864,"e",TRUE
"118","D02",54,"gestures/horse_S.mp4","w_lk","a","G","horse",1,53,1.0580437,"a",TRUE
"119","D02",55,"gestures/horse_S.mp4","mo_th","u","G","horse",1,54,1.1646186,"o",FALSE
"120","D02",56,"gestures/cat_S.mp4","ta_l","i","G","cat",1,55,0.9159102,"i",TRUE
"121","D02",57,"gestures/horse_S.mp4","k_ck","i","G","horse",1,56,0.84527934,"i",TRUE
"122","D02",58,"gestures/dog_S.mp4","pl_y","a","G","dog",1,57,0.9819772,"a",TRUE
"123","D02",59,"gestures/cat_S.mp4","sl_ep","e","G","cat",1,58,0.9736605,"e",TRUE
"124","D02",60,"gestures/dog_S.mp4","b_rk","a","G","dog",1,59,1.0129375,"a",TRUE
"125","D02",61,"gestures/baby_S.mp4","cr_wl","a","G","baby",1,60,0.85361886,"a",TRUE
"126","D02",62,"gestures/girl_S.mp4","dr_ss","e","G","girl",1,61,0.93504095,"e",TRUE
"127","D02",63,"gestures/car_S.mp4","wind_w","o","G","car",1,62,0.95042664,"o",TRUE
"128","D02",64,"gestures/girl_S.mp4","h_g","u","G","girl",1,63,1.1995741,"u",TRUE
"129","D03",1,"gestures/frog_S.mp4","fo_t","o","G","frog",1,0,0.9587293,"o",TRUE
"130","D03",2,"gestures/horse_S.mp4","mo_th","u","G","horse",1,1,1.1341559,"u",TRUE
"131","D03",3,"gestures/dog_S.mp4","pl_y","a","G","dog",1,2,1.1080633,"a",TRUE
"132","D03",4,"gestures/cat_S.mp4","ta_l","i","G","cat",1,3,0.89359444,"i",TRUE
"133","D03",5,"gestures/baby_S.mp4","bl_nket","a","G","baby",1,4,1.0104073,"a",TRUE
"134","D03",6,"gestures/horse_S.mp4","h_ad","e","G","horse",1,5,1.0831587,"e",TRUE
"135","D03",7,"gestures/boy_S.mp4","bo_k","o","G","boy",1,6,0.8840646,"o",TRUE
"136","D03",8,"gestures/dog_S.mp4","to_th","o","G","dog",1,7,1.117704,"o",TRUE
"137","D03",9,"gestures/car_S.mp4","wind_w","o","G","car",1,8,0.93570936,"o",TRUE
"138","D03",10,"gestures/horse_S.mp4","w_lk","a","G","horse",1,9,0.9096311,"a",TRUE
"139","D03",11,"gestures/dog_S.mp4","n_ck","e","G","dog",1,10,0.8630994,"e",TRUE
"140","D03",12,"gestures/car_S.mp4","cr_sh","a","G","car",1,11,0.9759422,"a",TRUE
"141","D03",13,"gestures/boy_S.mp4","po_nt","i","G","boy",1,12,0.8692467,"i",TRUE
"142","D03",14,"gestures/girl_S.mp4","h_g","u","G","girl",1,13,1.2152858,"u",TRUE
"143","D03",15,"gestures/girl_S.mp4","dr_ss","e","G","girl",1,14,1.0935215,"e",TRUE
"144","D03",16,"gestures/cat_S.mp4","lo_k","o","G","cat",1,15,0.8171824,"o",TRUE
"145","D03",17,"gestures/girl_S.mp4","wh_stle","i","G","girl",1,16,0.93982714,"i",TRUE
"146","D03",18,"gestures/girl_S.mp4","ha_r","i","G","girl",1,17,0.7430924,"i",TRUE
"147","D03",19,"gestures/baby_S.mp4","sm_le","i","G","baby",1,18,0.7747877,"i",TRUE
"148","D03",20,"gestures/baby_S.mp4","cr_wl","a","G","baby",1,19,0.90361357,"a",TRUE
"149","D03",21,"gestures/dog_S.mp4","b_rk","a","G","dog",1,20,0.97049534,"a",TRUE
"150","D03",22,"gestures/car_S.mp4","whe_l","e","G","car",1,21,0.9600837,"e",TRUE
"151","D03",23,"gestures/frog_S.mp4","tong_e","u","G","frog",1,22,0.9452131,"u",TRUE
"152","D03",24,"gestures/frog_S.mp4","j_mp","u","G","frog",1,23,1.0023094,"u",TRUE
"153","D03",25,"gestures/horse_S.mp4","k_ck","i","G","horse",1,24,0.7188506,"i",TRUE
"154","D03",26,"gestures/baby_S.mp4","t_ddy","e","G","baby",1,25,0.9397163,"e",TRUE
"155","D03",27,"gestures/boy_S.mp4","w_ve","a","G","boy",1,26,1.0049349,"a",TRUE
"156","D03",28,"gestures/frog_S.mp4","list_n","e","G","frog",1,27,1.2280105,"e",TRUE
"157","D03",29,"gestures/boy_S.mp4","t-sh_rt","i","G","boy",1,28,0.90678686,"i",TRUE
"158","D03",30,"gestures/car_S.mp4","m_ve","o","G","car",1,29,1.4160703,"o",TRUE
"159","D03",31,"gestures/cat_S.mp4","sl_ep","e","G","cat",1,30,0.9745791,"e",TRUE
"160","D03",32,"gestures/cat_S.mp4","n_se","o","G","cat",1,31,0.9210936,"o",TRUE
"161","D03",33,"gestures/car_POS.mp4","whe_l","e","S","car",1,32,1.0125538,"e",TRUE
"162","D03",34,"gestures/girl_PL.mp4","h_g","u","S","girl",1,33,1.1684269,"u",TRUE
"163","D03",35,"gestures/cat_PL.mp4","sl_ep","e","S","cat",1,34,1.1874758,"e",TRUE
"164","D03",36,"gestures/frog_POS.mp4","tong_e","u","S","frog",1,35,0.91415364,"u",TRUE
"165","D03",37,"gestures/cat_POS.mp4","n_se","o","S","cat",1,36,0.859787,"o",TRUE
"166","D03",38,"gestures/baby_PL.mp4","sm_le","i","S","baby",1,37,0.99680924,"i",TRUE
"167","D03",39,"gestures/car_POS.mp4","wind_w","o","S","car",1,38,0.9493687,"o",TRUE
"168","D03",40,"gestures/boy_PL.mp4","w_ve","a","S","boy",1,39,0.9317634,"a",TRUE
"169","D03",41,"gestures/dog_PL.mp4","b_rk","a","S","dog",1,40,0.7823024,"a",TRUE
"170","D03",42,"gestures/baby_POS.mp4","t_ddy","e","S","baby",1,41,1.0587686,"e",TRUE
"171","D03",43,"gestures/frog_PL.mp4","list_n","e","S","frog",1,42,1.3180808,"e",TRUE
"172","D03",44,"gestures/boy_POS.mp4","t-sh_rt","i","S","boy",1,43,0.8431861,"i",TRUE
"173","D03",45,"gestures/dog_PL.mp4","pl_y","a","S","dog",1,44,0.9321232,"a",TRUE
"174","D03",46,"gestures/baby_POS.mp4","bl_nket","a","S","baby",1,45,0.8959969,"a",TRUE
"175","D03",47,"gestures/frog_POS.mp4","fo_t","o","S","frog",1,46,0.8489826,"o",TRUE
"176","D03",48,"gestures/boy_POS.mp4","bo_k","o","S","boy",1,47,0.7651438,"o",TRUE
"177","D03",49,"gestures/girl_PL.mp4","wh_stle","i","S","girl",1,48,1.0554218,"i",TRUE
"178","D03",50,"gestures/dog_POS.mp4","n_ck","e","S","dog",1,49,1.166527,"e",TRUE
"179","D03",51,"gestures/girl_POS.mp4","ha_r","i","S","girl",1,50,1.1107366,"i",TRUE
"180","D03",52,"gestures/car_PL.mp4","cr_sh","a","S","car",1,51,1.07115,"a",TRUE
"181","D03",53,"gestures/baby_PL.mp4","cr_wl","a","S","baby",1,52,0.91313386,"a",TRUE
"182","D03",54,"gestures/boy_PL.mp4","po_nt","i","S","boy",1,53,0.8840808,"i",TRUE
"183","D03",55,"gestures/frog_PL.mp4","j_mp","u","S","frog",1,54,1.0819649,"u",TRUE
"184","D03",56,"gestures/girl_POS.mp4","dr_ss","e","S","girl",1,55,0.91584784,"e",TRUE
"185","D03",57,"gestures/cat_POS.mp4","ta_l","i","S","cat",1,56,0.7672222,"i",TRUE
"186","D03",58,"gestures/horse_POS.mp4","mo_th","u","S","horse",1,57,1.0459517,"u",TRUE
"187","D03",59,"gestures/horse_POS.mp4","h_ad","e","S","horse",1,58,0.7945568,"e",TRUE
"188","D03",60,"gestures/horse_PL.mp4","w_lk","a","S","horse",1,59,0.8218033,"a",TRUE
"189","D03",61,"gestures/car_PL.mp4","m_ve","o","S","car",1,60,1.3252021,"o",TRUE
"190","D03",62,"gestures/cat_PL.mp4","lo_k","o","S","cat",1,61,0.94875574,"o",TRUE
"191","D03",63,"gestures/dog_POS.mp4","to_th","o","S","dog",1,62,0.83327186,"o",TRUE
"192","D03",64,"gestures/horse_PL.mp4","k_ck","i","S","horse",1,63,0.9043191,"i",TRUE
"193","D04",1,"gestures/boy_PL.mp4","w_ve","a","S","boy",1,0,1.004293,"a",TRUE
"194","D04",2,"gestures/girl_POS.mp4","ha_r","i","S","girl",1,1,0.87849665,"i",TRUE
"195","D04",3,"gestures/horse_PL.mp4","w_lk","a","S","horse",1,2,0.98654914,"a",TRUE
"196","D04",4,"gestures/frog_POS.mp4","fo_t","o","S","frog",1,3,0.68730044,"o",TRUE
"197","D04",5,"gestures/girl_PL.mp4","wh_stle","i","S","girl",1,4,0.93489486,"i",TRUE
"198","D04",6,"gestures/dog_POS.mp4","n_ck","e","S","dog",1,5,1.0270935,"e",TRUE
"199","D04",7,"gestures/car_PL.mp4","m_ve","o","S","car",1,6,0.9759714,"o",TRUE
"200","D04",8,"gestures/baby_POS.mp4","t_ddy","e","S","baby",1,7,1.080404,"e",TRUE
"201","D04",9,"gestures/girl_PL.mp4","h_g","u","S","girl",1,8,0.94956034,"u",TRUE
